Latitude,Longitude,Type
41.827819,-87.635125,Parking
41.875750,-87.676463,Bus Station
41.812641,-87.684778,Mexican Restaurant
41.902656,-87.716716,Grocery Store
41.946815,-87.688464,Sandwich Place
41.961019,-87.712838,Drugstore / Pharmacy
41.887943,-87.705601,Event Space
41.919747,-87.675312,Speakeasy
41.863358,-87.771414,Home (private)
41.940380,-87.653180,Home (private)
41.878700,-87.639452,Train
41.816937,-87.600337,Medical Center
41.961272,-87.652891,Pool
41.719736,-87.785064,Gas Station / Garage
41.966489,-87.640324,Taco Place
41.944401,-87.653925,Salon / Barbershop
41.736399,-87.644135,Office
41.945853,-87.778473,Salon / Barbershop
41.876801,-87.656831,Gas Station / Garage
41.853622,-87.625908,Speakeasy
41.899902,-87.660143,Other Great Outdoors
41.884430,-87.647990,Butcher
41.720896,-87.753010,City Hall
41.924583,-87.695415,Bank
41.837002,-87.664540,Salon / Barbershop
41.967360,-87.687632,Boutique
41.888054,-87.635727,Design Studio
41.900986,-87.624497,Residential Building (Apartment / Condo)
41.967089,-87.666421,American Restaurant
41.895929,-87.683880,Speakeasy
41.882814,-87.623736,Gift Shop
41.836106,-87.664348,Bank
41.681464,-87.663447,Department Store
41.983051,-87.711129,General Entertainment
41.953958,-87.671370,Cocktail Bar
41.791484,-87.703023,Bank
41.843541,-87.781749,Stadium
41.887039,-87.639720,Building
41.996550,-87.707861,Building
41.927014,-87.650933,Bar
41.721196,-87.661916,Church
41.994218,-87.711663,Miscellaneous Shop
41.780033,-87.591784,Church
41.883903,-87.644636,Pool
41.867288,-87.642815,Bus Station
41.800674,-87.625683,Church
41.924033,-87.789401,Seafood Restaurant
41.754029,-87.605338,Building
41.830240,-87.665749,Gas Station / Garage
41.891424,-87.611664,General Entertainment
41.895216,-87.631321,Bar
41.941829,-87.656314,Church
41.918350,-87.652204,Ice Cream Shop
41.931102,-87.776071,Bagel Shop
41.784439,-87.800924,Home (private)
41.928041,-87.705443,Bakery
41.745932,-87.767207,School
41.932678,-87.743211,Miscellaneous Shop
41.904535,-87.769720,School
41.881991,-87.639120,Office
41.857892,-87.620491,Office
41.867619,-87.620593,Field
41.969012,-87.760945,Office
41.924433,-87.726712,Gas Station / Garage
41.888411,-87.793477,Doctor's Office
41.877586,-87.667627,Office
41.781330,-87.682438,Electronics Store
41.873284,-87.640278,Bus Line
41.903554,-87.630209,BBQ Joint
41.889923,-87.629005,Lounge
41.978491,-87.757308,Road
41.950693,-87.672907,Home (private)
41.755333,-87.600380,Park
41.987986,-87.665446,College Quad
41.940580,-87.663045,Home (private)
41.930484,-87.641196,Residential Building (Apartment / Condo)
41.789137,-87.739649,Rental Car Location
41.831929,-87.627389,Building
41.922128,-87.732037,Home (private)
41.953843,-87.705780,Donut Shop
41.965534,-87.674686,Doctor's Office
41.881911,-87.733778,High School
41.908259,-87.676840,Playground
41.805314,-87.718180,Taco Place
41.873412,-87.626204,Trade School
41.735892,-87.585861,Fried Chicken Joint
41.879911,-87.629630,Office
41.931177,-87.664204,Event Space
41.879300,-87.632821,Steakhouse
41.864899,-87.611863,Harbor / Marina
41.879880,-87.650610,Dog Run
41.759538,-87.793450,Post Office
41.931002,-87.685179,Asian Restaurant
41.923299,-87.796086,Automotive Shop
41.702585,-87.526547,Mexican Restaurant
41.850400,-87.798171,Building
41.737229,-87.644502,Train Station
41.721457,-87.649854,Train Station
41.887838,-87.620215,Gym / Fitness Center
41.973852,-87.775932,Building
41.682793,-87.769652,Hardware Store
41.910960,-87.649575,Electronics Store
41.820821,-87.803118,Chinese Restaurant
41.761604,-87.601745,Cemetery
41.838043,-87.605152,Harbor / Marina
41.721796,-87.583835,Bank
41.883151,-87.632773,Bagel Shop
41.732968,-87.779204,Miscellaneous Shop
41.847759,-87.702595,Non-Profit
41.880216,-87.628016,Clothing Store
41.844356,-87.718271,Liquor Store
41.954182,-87.675211,Grocery Store
41.886565,-87.636402,General Entertainment
41.995337,-87.712874,Asian Restaurant
41.952919,-87.746515,Tanning Salon
41.705315,-87.797603,Burger Joint
41.775074,-87.634286,Church
41.868817,-87.671899,Doctor's Office
41.948842,-87.668688,Dentist's Office
41.791185,-87.593908,Deli / Bodega
41.886126,-87.618187,Miscellaneous Shop
41.900630,-87.626898,Tailor Shop
41.878646,-87.625929,Theater
41.930263,-87.643314,Home (private)
41.939641,-87.682600,Pet Service
41.737155,-87.628773,Miscellaneous Shop
41.882177,-87.628093,Clothing Store
41.881217,-87.629901,Men's Store
41.889977,-87.613701,Home (private)
41.966489,-87.653785,Concert Hall
41.931433,-87.677715,Sporting Goods Shop
41.910620,-87.648560,Electronics Store
41.972255,-87.663259,Community College
41.881454,-87.624377,French Restaurant
41.714140,-87.782300,Spa / Massage
41.857993,-87.620111,Office
41.931655,-87.712336,Home (private)
41.943505,-87.643461,Residential Building (Apartment / Condo)
41.886558,-87.634517,Coworking Space
41.970116,-87.761686,Bus Station
41.763694,-87.803464,Soccer Stadium
41.910486,-87.675709,Doctor's Office
41.934646,-87.716451,Bar
41.805479,-87.722199,Church
41.970070,-87.775625,Church
41.975770,-87.763718,Church
41.794866,-87.787571,Church
41.858232,-87.652817,Cosmetics Shop
41.753020,-87.613144,Church
41.820288,-87.623393,Church
41.898072,-87.735862,Church
41.924912,-87.690217,Japanese Restaurant
41.887272,-87.623678,Office
41.684641,-87.700048,Convenience Store
41.867316,-87.642141,Bank
41.756153,-87.800384,Thai Restaurant
41.903058,-87.665942,Sushi Restaurant
41.911015,-87.638431,Miscellaneous Shop
41.886719,-87.803024,Chinese Restaurant
41.981432,-87.666818,Indie Movie Theater
41.684549,-87.723527,High School
41.822079,-87.692626,Home (private)
41.949632,-87.664094,Bank
41.925496,-87.640235,Bar
41.898658,-87.637052,Nightclub
41.872085,-87.627254,Residential Building (Apartment / Condo)
41.889957,-87.624020,Building
41.983674,-87.658058,Building
41.856384,-87.619320,Government Building
41.669481,-87.732568,City Hall
41.895855,-87.635688,Art Gallery
41.924209,-87.791601,Taco Place
41.912181,-87.651237,Shoe Store
41.890846,-87.678442,Car Wash
41.902135,-87.765934,Chinese Restaurant
41.938817,-87.754935,Library
41.846059,-87.613154,Parking
41.856457,-87.614722,Parking
41.968744,-87.631288,Lighthouse
41.964947,-87.632961,Other Great Outdoors
41.896416,-87.644627,Bridge
41.858275,-87.771253,Pizza Place
41.891495,-87.616278,Dog Run
41.893365,-87.633047,Automotive Shop
41.800686,-87.588978,Plaza
41.957593,-87.651034,Speakeasy
41.899465,-87.676946,Gas Station / Garage
41.876751,-87.618928,Caf
41.962119,-87.707406,Church
41.873174,-87.627086,Parking
41.776977,-87.573910,Harbor / Marina
41.710650,-87.780011,Miscellaneous Shop
41.721291,-87.687757,Fast Food Restaurant
41.720965,-87.697414,Italian Restaurant
41.695887,-87.537498,Whisky Bar
41.879483,-87.635665,Office
41.876461,-87.632927,Donut Shop
41.939888,-87.653008,Video Game Store
41.920668,-87.775919,Mexican Restaurant
41.874166,-87.652851,College Communications Building
41.878287,-87.632498,History Museum
41.889399,-87.626208,Pool
41.705900,-87.739400,Automotive Shop
41.877502,-87.638905,Platform
41.891672,-87.624571,Kids Store
41.791980,-87.794477,Fried Chicken Joint
41.989784,-87.670146,Tennis Court
41.747311,-87.757389,Tanning Salon
41.880784,-87.626108,General College & University
41.924160,-87.746142,American Restaurant
41.998152,-87.661705,Caf
41.840616,-87.667377,Food & Drink Shop
41.877743,-87.640401,Parking
41.895097,-87.627081,Parking
41.882171,-87.641370,Office
41.887806,-87.626824,Bridge
41.889030,-87.634618,Office
41.793846,-87.584130,Hotel
41.859544,-87.620014,Gym
41.994425,-87.666349,College Academic Building
41.857627,-87.668923,Building
41.899409,-87.685167,Church
41.710433,-87.636011,Church
41.898813,-87.645200,Medical Center
41.853016,-87.626728,Caribbean Restaurant
41.682880,-87.720386,Fast Food Restaurant
41.900758,-87.628247,Bank
41.779584,-87.605883,Government Building
41.910226,-87.633445,Home (private)
41.882054,-87.712336,Home (private)
41.725240,-87.556945,Wine Bar
41.807928,-87.725441,Fire Station
41.879812,-87.784029,Drugstore / Pharmacy
41.892337,-87.634455,Office
41.670949,-87.719226,Mexican Restaurant
41.814137,-87.734266,Building
41.683017,-87.758321,Building
41.726023,-87.771637,School
41.997134,-87.715848,Automotive Shop
41.882329,-87.644068,Government Building
41.981900,-87.660124,Church
41.841516,-87.625534,Church
41.975236,-87.700708,Medical Center
41.896259,-87.637404,Office
41.968369,-87.722976,Bus Station
41.932430,-87.751729,Home (private)
41.887469,-87.629551,Bridge
41.903251,-87.674735,Dentist's Office
41.844369,-87.703172,Bakery
41.969102,-87.761128,Office
41.912453,-87.651955,Spa / Massage
41.969302,-87.761139,General Entertainment
41.864368,-87.639581,Coffee Shop
41.880014,-87.794543,Bank
41.800374,-87.584028,Park
41.967899,-87.771964,Bar
41.866477,-87.697678,Bus Line
41.920749,-87.663045,Home (private)
41.728348,-87.606977,School
41.880290,-87.626907,Lounge
41.801992,-87.621335,Building
41.904765,-87.625177,Trail
41.893248,-87.628638,Burger Joint
41.956243,-87.803725,Arts & Crafts Store
41.882102,-87.624685,Building
41.880266,-87.623692,Garden
41.951885,-87.716249,Italian Restaurant
41.760413,-87.742632,Bank
41.858170,-87.653362,Salon / Barbershop
41.896593,-87.677262,Automotive Shop
41.960152,-87.643432,Golf Course
41.895331,-87.650485,Residential Building (Apartment / Condo)
41.840632,-87.743286,Restaurant
41.792889,-87.723486,Gas Station / Garage
41.895741,-87.691391,Bus Line
41.933747,-87.645911,Women's Store
41.763730,-87.585623,Automotive Shop
41.737390,-87.604660,American Restaurant
41.887445,-87.610758,Pier
41.787745,-87.625880,Fried Chicken Joint
41.926728,-87.680882,Electronics Store
41.975241,-87.766839,Taxi
41.779979,-87.703153,Bank
41.677873,-87.664112,Electronics Store
41.938603,-87.763238,Bank
41.910376,-87.686135,Indian Restaurant
41.968722,-87.655047,Salon / Barbershop
41.931045,-87.766515,Automotive Shop
41.908832,-87.626420,Residential Building (Apartment / Condo)
41.960203,-87.653180,Home (private)
41.848066,-87.639230,Taxi
41.724504,-87.740163,Bar
41.946556,-87.664020,Arts & Crafts Store
41.792779,-87.779300,Building
41.926180,-87.821573,Automotive Shop
41.813834,-87.597063,Other Great Outdoors
41.734013,-87.802401,Bank
41.888373,-87.624627,Dessert Shop
41.887924,-87.803071,Arts & Crafts Store
41.900724,-87.625905,Spa / Massage
41.791909,-87.711386,Playground
41.978617,-87.660158,Laundry Service
41.809144,-87.623220,Gas Station / Garage
41.863089,-87.616825,Parking
41.998706,-87.658467,Parking
41.921163,-87.673133,Coffee Shop
41.968161,-87.758076,Road
41.731291,-87.774968,Dive Bar
41.706737,-87.700391,Sandwich Place
41.970577,-87.658997,Laundry Service
41.751178,-87.622680,Church
41.661808,-87.718650,American Restaurant
41.676011,-87.738146,Other Great Outdoors
41.911134,-87.689295,Mexican Restaurant
41.910795,-87.657667,Bridge
41.926648,-87.789854,Miscellaneous Shop
41.848752,-87.617845,Bus Line
41.984911,-87.669042,Italian Restaurant
41.879166,-87.656818,Church
41.928600,-87.635872,Gym / Fitness Center
41.954150,-87.720758,Automotive Shop
41.795091,-87.703355,Bakery
41.916971,-87.752390,Medical Center
41.716397,-87.643398,Medical Center
41.968828,-87.655322,Non-Profit
41.852549,-87.721382,Medical Center
41.944853,-87.786457,Bus Line
41.717024,-87.721512,Restaurant
41.978136,-87.668475,Sandwich Place
41.704554,-87.681186,Donut Shop
41.878378,-87.635794,Office
41.877930,-87.629019,Arcade
41.916919,-87.736846,Miscellaneous Shop
41.833378,-87.627303,College Arts Building
41.900690,-87.625576,Boutique
41.899781,-87.679436,New American Restaurant
41.922084,-87.776480,Church
41.900551,-87.624112,Steakhouse
41.881841,-87.753515,Church
41.847328,-87.756399,Church
41.886033,-87.633015,Office
41.891460,-87.629909,Steakhouse
41.719005,-87.609099,College Cafeteria
41.908196,-87.626377,Event Space
41.891670,-87.624999,Clothing Store
41.853808,-87.791089,Home (private)
42.001076,-87.660986,Donut Shop
41.821383,-87.791855,Ice Cream Shop
41.660495,-87.589966,Road
41.985716,-87.655071,Road
41.881373,-87.624430,College Academic Building
41.947001,-87.688080,Sandwich Place
41.768783,-87.690814,Church
41.823414,-87.694568,Church
41.794753,-87.711520,High School
41.730341,-87.545889,Church
41.882197,-87.658979,Office
41.802399,-87.724298,Cosmetics Shop
41.929536,-87.682131,Bank
41.894977,-87.624006,Bar
41.994224,-87.655370,Residential Building (Apartment / Condo)
41.756043,-87.624140,Gas Station / Garage
41.939462,-87.694021,Brewery
41.901110,-87.672907,Home (private)
41.827655,-87.792388,Gas Station / Garage
41.963483,-87.656222,Pizza Place
41.953910,-87.728028,Gas Station / Garage
41.852075,-87.702482,Home (private)
41.765870,-87.664194,Grocery Store
41.710183,-87.760744,Church
41.838104,-87.651044,Bar
41.741354,-87.768767,Neighborhood
41.904082,-87.628927,Doctor's Office
41.671400,-87.739436,Donut Shop
41.758710,-87.586643,Gas Station / Garage
41.848692,-87.805228,Shoe Store
41.732135,-87.797877,Shoe Store
41.885034,-87.632242,Shoe Store
41.886021,-87.624362,Shoe Store
41.968412,-87.688662,Shoe Store
41.807802,-87.703302,Shoe Store
41.929595,-87.787235,Shoe Store
41.662806,-87.664322,Breakfast Spot
41.793728,-87.801394,Sandwich Place
41.727343,-87.547710,Train Station
41.779657,-87.590706,Train Station
41.950292,-87.653180,Home (private)
41.900966,-87.624878,Office
41.998579,-87.657670,College Science Building
41.883546,-87.629399,Plaza
41.961971,-87.666072,Tattoo Parlor
41.937812,-87.829870,Real Estate Office
41.855320,-87.665653,Church
41.706408,-87.710159,Church
41.716273,-87.740930,Pub
41.789601,-87.741623,Rental Car Location
41.808310,-87.683425,Gas Station / Garage
41.877963,-87.648038,Office
41.983708,-87.657692,Bank
41.952070,-87.674309,College Administrative Building
41.878679,-87.624666,College Bookstore
41.776129,-87.794119,Church
41.801850,-87.733929,Church
41.675693,-87.728702,Church
41.892882,-87.636628,Office
41.851506,-87.632601,Church
41.835446,-87.614176,Building
41.883457,-87.629303,Office
41.886574,-87.802513,Jewelry Store
41.902075,-87.628156,Lounge
41.817193,-87.715015,Event Space
41.961002,-87.708499,Gas Station / Garage
41.862727,-87.743209,Building
41.909932,-87.719005,School
41.850475,-87.801840,Bank
41.976305,-87.668441,Monument / Landmark
41.734105,-87.780025,Automotive Shop
41.932421,-87.712321,Bar
41.932362,-87.658473,Art Gallery
41.823211,-87.801843,Automotive Shop
41.850962,-87.769023,Bank
41.889582,-87.636847,Food Truck
41.846423,-87.683863,Parking
41.928023,-87.705328,Toy / Game Store
41.809485,-87.592398,Residential Building (Apartment / Condo)
41.939246,-87.707661,Road
41.797813,-87.594009,Park
41.863681,-87.648274,Tennis Court
41.970313,-87.663045,Home (private)
41.967271,-87.687713,Thrift / Vintage Store
41.961820,-87.727890,Sandwich Place
41.847038,-87.683945,General Travel
41.748803,-87.750924,Gas Station / Garage
41.934460,-87.747019,Automotive Shop
41.740967,-87.740661,Grocery Store
41.809764,-87.711669,Eastern European Restaurant
41.961406,-87.684267,Salon / Barbershop
41.896463,-87.702956,Furniture / Home Store
41.801438,-87.607744,Other Great Outdoors
41.953660,-87.727183,Salon / Barbershop
41.720875,-87.582673,Grocery Store
41.966884,-87.687382,Dessert Shop
41.820676,-87.623574,Home (private)
41.909935,-87.737600,Bank
41.871689,-87.643745,Mexican Restaurant
41.920439,-87.775449,Mexican Restaurant
41.755432,-87.738497,Breakfast Spot
41.929389,-87.785539,Church
41.750610,-87.682587,Bus Station
41.746826,-87.740189,Furniture / Home Store
41.818480,-87.696863,Latin American Restaurant
41.949218,-87.686404,Church
41.856202,-87.656073,Mexican Restaurant
41.738390,-87.566762,Church
41.735316,-87.688494,Gas Station / Garage
41.846191,-87.804551,Video Game Store
41.877582,-87.629866,Parking
41.895155,-87.743023,Hot Dog Joint
41.792115,-87.782888,Tanning Salon
41.775229,-87.683343,Fast Food Restaurant
41.880976,-87.651232,Hardware Store
41.812751,-87.704395,Liquor Store
41.871851,-87.634869,Other Great Outdoors
41.894912,-87.631434,Hotel Bar
41.794880,-87.802670,School
41.674370,-87.720193,Bank
41.706585,-87.559517,Restaurant
41.961368,-87.671172,Elementary School
41.877208,-87.681533,High School
41.768503,-87.626965,Fast Food Restaurant
41.852193,-87.685345,American Restaurant
41.703448,-87.526832,Laundry Service
41.870576,-87.671436,Doctor's Office
41.853218,-87.664189,High School
41.752226,-87.655967,Neighborhood
41.895861,-87.668442,Library
41.908967,-87.809030,Dentist's Office
41.902135,-87.629913,Laundry Service
41.935040,-87.633991,Field
41.737250,-87.574841,Mexican Restaurant
41.930372,-87.688017,Gastropub
41.921365,-87.636652,Residential Building (Apartment / Condo)
41.839363,-87.736771,Coworking Space
41.726542,-87.713055,College Classroom
41.909899,-87.841509,Gym
41.894814,-87.782043,Chinese Restaurant
41.842914,-87.665860,Park
41.994537,-87.659753,Breakfast Spot
41.903326,-87.671769,Clothing Store
41.923022,-87.791365,Veterinarian
41.935082,-87.717469,Bank
41.893783,-87.623871,College Science Building
41.939171,-87.721141,Pizza Place
41.906240,-87.849654,Shoe Store
41.849262,-87.634566,Italian Restaurant
41.850816,-87.782047,Bakery
41.880206,-87.632122,Bank
41.752405,-87.586465,Taco Place
41.903361,-87.668629,Automotive Shop
41.707247,-87.537197,Ice Cream Shop
41.968840,-87.676778,Neighborhood
41.885071,-87.640699,Light Rail
41.932599,-87.743308,Clothing Store
41.959528,-87.671008,Church
41.857858,-87.668711,Miscellaneous Shop
41.952745,-87.806671,Bus Line
41.939831,-87.688787,Courthouse
41.893615,-87.616543,Gym
41.867164,-87.707084,Grocery Store
41.691159,-87.603857,Office
41.968331,-87.719900,Mexican Restaurant
41.869233,-87.661664,Italian Restaurant
41.945940,-87.767068,Medical Center
41.858062,-87.673680,Laundry Service
41.963886,-87.689042,School
41.879505,-87.800204,Cosmetics Shop
41.943141,-87.678203,Laundry Service
41.764672,-87.603351,High School
41.940293,-87.669327,Comedy Club
41.917304,-87.710178,Lounge
41.892695,-87.622314,Sandwich Place
41.819524,-87.695477,Mexican Restaurant
41.849411,-87.743872,Fast Food Restaurant
41.851430,-87.666205,Mexican Restaurant
41.894735,-87.774188,Mexican Restaurant
41.788753,-87.742739,Military Base
41.824053,-87.688344,Government Building
41.967947,-87.713488,Dentist's Office
41.897847,-87.624203,Accessories Store
41.662280,-87.663045,Home (private)
41.756486,-87.586083,Automotive Shop
41.889190,-87.623080,General Entertainment
41.796764,-87.703708,Salon / Barbershop
41.794216,-87.625871,Building
41.662611,-87.704779,Bar
41.851764,-87.720852,Church
41.907979,-87.851410,Automotive Shop
41.816635,-87.598591,Grocery Store
41.979722,-87.667753,New American Restaurant
41.858548,-87.617083,Bridge
41.927578,-87.692840,Jazz Club
41.994526,-87.712689,Cosmetics Shop
41.736520,-87.702325,Chinese Restaurant
41.900182,-87.637435,Church
41.947428,-87.647989,General Entertainment
41.869331,-87.638946,Department Store
41.970737,-87.744670,Mexican Restaurant
41.886381,-87.620607,American Restaurant
41.850188,-87.654021,Building
41.714649,-87.613323,Government Building
41.795980,-87.746819,Building
42.000540,-87.656248,Coffee Shop
41.906181,-87.687165,Medical Center
41.981839,-87.669017,Office
41.909899,-87.726499,Bus Line
41.933371,-87.645666,Spa / Massage
41.845759,-87.795529,College Academic Building
41.939709,-87.669900,Medical Center
41.910150,-87.685061,Furniture / Home Store
41.889599,-87.688161,Skating Rink
41.682393,-87.681105,Bar
41.979414,-87.653303,Garden
41.720138,-87.749506,Bar
41.817286,-87.699465,Government Building
41.915919,-87.634902,Building
41.948667,-87.649033,Office
41.717686,-87.621224,High School
41.683583,-87.666568,Building
41.889145,-87.649502,General Travel
41.690020,-87.622953,Mexican Restaurant
41.756605,-87.688494,Train
41.964740,-87.635665,Building
41.886344,-87.646992,Building
41.968050,-87.688190,College Gym
41.812774,-87.699948,School
41.881919,-87.647209,Bus Station
41.907465,-87.736831,Grocery Store
41.750381,-87.659479,Dim Sum Restaurant
41.977049,-87.692335,Grocery Store
41.923487,-87.794117,Automotive Shop
41.906493,-87.847023,Pizza Place
41.916958,-87.670651,Automotive Shop
41.947074,-87.671056,College Gym
41.888157,-87.620135,Lounge
41.889105,-87.632551,Convenience Store
41.950292,-87.653180,Home (private)
41.877382,-87.625813,Gym / Fitness Center
41.824658,-87.621422,Church
41.857711,-87.642931,Residential Building (Apartment / Condo)
41.910979,-87.631399,High School
41.874507,-87.624714,College Academic Building
41.889037,-87.804085,Medical Center
41.795702,-87.626290,High School
41.878852,-87.629655,German Restaurant
41.881878,-87.635428,Juice Bar
41.884958,-87.612903,Harbor / Marina
41.876053,-87.628527,American Restaurant
41.901954,-87.766328,Sandwich Place
41.930263,-87.643314,Home (private)
41.910779,-87.654194,Lounge
41.999113,-87.658389,Bus Station
41.882080,-87.625824,Pizza Place
41.878381,-87.639656,Train Station
41.953763,-87.786884,Coffee Shop
41.887557,-87.632855,Steakhouse
41.865344,-87.645036,Hot Dog Joint
41.825428,-87.787167,School
41.915865,-87.674682,College Academic Building
41.953939,-87.689991,Building
41.869274,-87.618756,Field
41.949045,-87.688027,Automotive Shop
41.879792,-87.800518,Theater
41.895756,-87.619841,Medical School
41.852538,-87.655413,Fair
41.832922,-87.794036,General Entertainment
41.810154,-87.626763,College Academic Building
41.755292,-87.629859,Office
41.853372,-87.640955,Performing Arts Venue
41.792778,-87.753871,Office
41.925293,-87.646771,Fast Food Restaurant
41.817888,-87.665735,Fast Food Restaurant
41.944361,-87.663834,Salon / Barbershop
41.816303,-87.625958,Salon / Barbershop
41.887362,-87.801961,German Restaurant
41.878684,-87.639455,Train
41.952973,-87.785703,Pizza Place
41.852593,-87.675760,Mexican Restaurant
41.901750,-87.667701,Optical Shop
41.922904,-87.645301,Lounge
41.895030,-87.764299,Church
41.870331,-87.623574,Home (private)
41.997885,-87.683253,Middle Eastern Restaurant
41.938941,-87.667141,School
41.722179,-87.585032,General Travel
41.900708,-87.625676,Bakery
41.843787,-87.694881,Courthouse
41.890384,-87.633445,Home (private)
41.926699,-87.697613,Italian Restaurant
41.953833,-87.706416,Antique Shop
41.741204,-87.585793,Sandwich Place
41.943203,-87.680787,Seafood Restaurant
41.691013,-87.739459,Road
41.884722,-87.635722,Office
41.977486,-87.659103,Women's Store
41.829992,-87.784228,Italian Restaurant
41.986249,-87.699467,Korean Restaurant
41.860394,-87.659662,Residential Building (Apartment / Condo)
41.910226,-87.633445,Home (private)
41.855931,-87.675895,Diner
41.870331,-87.623574,Home (private)
41.722462,-87.650635,Church
41.912483,-87.681441,Yoga Studio
41.951494,-87.660113,Miscellaneous Shop
41.947121,-87.747020,Car Wash
41.680883,-87.663707,Paper / Office Supplies Store
41.921471,-87.632393,Theme Park
41.878652,-87.640445,Train Station
41.893760,-87.654657,Building
41.930263,-87.643314,Home (private)
41.887486,-87.624733,Gift Shop
41.889374,-87.628720,Building
41.835423,-87.783810,Train Station
42.000600,-87.671306,Pet Store
41.974489,-87.768336,Bus Line
41.730955,-87.551237,Mexican Restaurant
41.929868,-87.682905,Optical Shop
41.940380,-87.653180,Home (private)
41.905984,-87.628710,Antique Shop
41.695189,-87.642343,Medical Center
41.976583,-87.654903,Grocery Store
41.816530,-87.594723,General Travel
41.857813,-87.668903,Monument / Landmark
41.888653,-87.801942,Diner
41.908873,-87.789511,Doctor's Office
41.954559,-87.809264,Mediterranean Restaurant
41.884566,-87.642214,Theater
41.719759,-87.771435,Gas Station / Garage
41.719519,-87.763748,Italian Restaurant
41.958827,-87.747420,Rental Car Location
41.878252,-87.661078,Police Station
41.901110,-87.672907,Home (private)
41.881724,-87.634233,Nail Salon
41.885681,-87.642315,Vietnamese Restaurant
41.792163,-87.782802,Sandwich Place
41.718924,-87.739285,Clothing Store
41.966753,-87.713637,Caf
41.876568,-87.629439,Pizza Place
41.988274,-87.737471,Park
41.946990,-87.674922,Sushi Restaurant
41.820599,-87.667869,Train
41.683650,-87.704544,Miscellaneous Shop
41.923735,-87.777762,Salon / Barbershop
41.888512,-87.616895,Police Station
41.755783,-87.737036,Cosmetics Shop
41.751266,-87.624319,Gas Station / Garage
41.834089,-87.627182,College Residence Hall
41.879507,-87.633101,Cocktail Bar
41.736725,-87.606220,Chinese Restaurant
41.827483,-87.804065,Tennis Court
41.824486,-87.786446,Playground
41.924536,-87.630944,Bus Line
41.705475,-87.656092,Train
41.794458,-87.621880,Coffee Shop
41.749295,-87.796120,Cosmetics Shop
41.886212,-87.623471,Office
41.744003,-87.550447,Park
41.908351,-87.648351,Doctor's Office
41.876805,-87.643307,Sandwich Place
41.929608,-87.766039,Mexican Restaurant
41.866781,-87.683569,Building
41.942882,-87.652917,South American Restaurant
41.951984,-87.677215,Boutique
41.889263,-87.671606,Art Gallery
41.946282,-87.702050,Men's Store
41.899943,-87.686886,Bar
41.938511,-87.790162,Convenience Store
41.741803,-87.569457,Speakeasy
41.736832,-87.582923,Diner
41.691312,-87.699111,Coffee Shop
41.876917,-87.625515,Gym / Fitness Center
41.844385,-87.710178,Train Station
41.839471,-87.741915,Coffee Shop
41.890042,-87.620902,Embassy / Consulate
41.794638,-87.723041,American Restaurant
41.948903,-87.653895,Bar
41.735228,-87.551047,Building
41.866408,-87.616866,History Museum
41.954348,-87.662103,Cemetery
41.921607,-87.657080,Salon / Barbershop
41.909066,-87.638541,Caf
41.683596,-87.704182,Liquor Store
41.757998,-87.800376,Mexican Restaurant
41.939925,-87.661275,Italian Restaurant
41.870535,-87.633445,Home (private)
41.939144,-87.775336,High School
41.747681,-87.802679,Lounge
41.737490,-87.584882,Fast Food Restaurant
41.863358,-87.771414,Home (private)
41.878137,-87.626223,Building
41.938168,-87.690380,Office
41.922908,-87.751708,Park
41.765991,-87.624846,Grocery Store
41.880910,-87.629674,Bank
41.924602,-87.811915,Grocery Store
41.899277,-87.627100,Clothing Store
41.881372,-87.676526,Sporting Goods Shop
41.792467,-87.599387,Caf
41.922504,-87.815756,School
41.949453,-87.649069,Bank
41.893204,-87.638748,Doctor's Office
41.885261,-87.625861,Parking
41.843759,-87.702604,Clothing Store
41.721279,-87.584269,Fried Chicken Joint
41.883337,-87.628163,Toy / Game Store
41.939821,-87.644374,Salad Place
41.909642,-87.849070,Grocery Store
41.923248,-87.697623,Road
41.884711,-87.624603,Office
41.873000,-87.626130,Art Gallery
41.968586,-87.683445,Government Building
41.783404,-87.703227,Post Office
41.823627,-87.650071,Gas Station / Garage
41.942001,-87.649170,Hardware Store
41.931369,-87.677808,Golf Course
41.661874,-87.700367,Pizza Place
41.722475,-87.554364,Gas Station / Garage
41.907703,-87.626555,Residential Building (Apartment / Condo)
41.939071,-87.724124,Bus Station
41.850729,-87.621518,Meeting Room
41.841756,-87.624685,Building
41.878849,-87.635674,Office
41.910477,-87.675745,Hospital
41.908954,-87.651364,General Entertainment
41.873400,-87.641339,Dentist's Office
41.814050,-87.655418,Coworking Space
41.691511,-87.653781,Gas Station / Garage
41.718421,-87.721468,Pizza Place
41.882146,-87.625553,Sandwich Place
41.899448,-87.624191,Accessories Store
41.887449,-87.631206,Bridge
41.691358,-87.668513,Police Station
41.697302,-87.798142,Nail Salon
41.857503,-87.611510,Harbor / Marina
41.818376,-87.605324,Drugstore / Pharmacy
41.881451,-87.629630,Plaza
41.956467,-87.806930,Tanning Salon
41.882854,-87.634678,Mediterranean Restaurant
41.913841,-87.631688,Monument / Landmark
41.867044,-87.638948,Bus Station
41.848300,-87.697205,Elementary School
41.977512,-87.692296,Coffee Shop
41.895049,-87.625746,Embassy / Consulate
41.889371,-87.628219,Bar
41.896554,-87.625317,Clothing Store
41.751044,-87.626588,Fried Chicken Joint
41.814664,-87.704462,Miscellaneous Shop
